name,country,subcountry,geonameid,timezone
Resen,North Macedonia,Resen,786341,Europe/Skopje
Radovis,North Macedonia,Radovish,786565,Europe/Skopje
Prilep,North Macedonia,Prilep,786735,Europe/Skopje
Ohrid,North Macedonia,Ohrid,787487,Europe/Skopje
Negotino,North Macedonia,Vrapchishte,787715,Europe/Skopje
Negotino,North Macedonia,Negotino,787716,Europe/Skopje
Lipkovo,North Macedonia,Lipkovo,788654,Europe/Skopje
Kumanovo,North Macedonia,Kumanovo,788886,Europe/Skopje
Kriva Palanka,North Macedonia,Kriva Palanka,789045,Europe/Skopje
Kochani,North Macedonia,Kochani,789403,Europe/Skopje
Kičevo,North Macedonia,Kichevo,789527,Europe/Skopje
Kavadarci,North Macedonia,Kavadarci,789541,Europe/Skopje
Kamenjane,North Macedonia,Bogovinje,789611,Europe/Skopje
Gostivar,North Macedonia,Gostivar,790295,Europe/Skopje
Gevgelija,North Macedonia,Gevgelija,790744,Europe/Skopje
Gjorče Petro,North Macedonia,Grad Skopje,791149,Europe/Skopje
Delcevo,North Macedonia,Delchevo,791559,Europe/Skopje
Debar,North Macedonia,Debar,791606,Europe/Skopje
Brvenica,North Macedonia,Brvenica,792227,Europe/Skopje
Bogovinje,North Macedonia,Bogovinje,792501,Europe/Skopje
Bitola,North Macedonia,Bitola,792578,Europe/Skopje
Šuto Orizare,North Macedonia,Grad Skopje,833258,Europe/Skopje
Butel,North Macedonia,Grad Skopje,833260,Europe/Skopje
Čair,North Macedonia,Grad Skopje,833262,Europe/Skopje
Ilinden,North Macedonia,Ilinden,833357,Europe/Skopje
Kisela Voda,North Macedonia,Grad Skopje,863675,Europe/Skopje
Centar Župa,North Macedonia,Centar Zhupa,7886881,Europe/Skopje
Zégoua,Mali,Sikasso,2448322,Africa/Bamako
Yorosso,Mali,Sikasso,2448442,Africa/Bamako
Yanfolila,Mali,Sikasso,2448518,Africa/Bamako
Toubakoura,Mali,Koulikoro,2448955,Africa/Bamako
Timbuktu,Mali,Tombouctou,2449067,Africa/Bamako
Siribala Coro,Mali,Segou,2450972,Africa/Bamako
Sirakoro Méguétana,Mali,Koulikoro,2451029,Africa/Bamako
Sikasso,Mali,Sikasso,2451185,Africa/Bamako
Ségou,Mali,Segou,2451478,Africa/Bamako
San,Mali,Segou,2451778,Africa/Bamako
Sagalo,Mali,Kayes,2451935,Africa/Bamako
Nioro,Mali,Kayes,2452651,Africa/Bamako
Niono,Mali,Segou,2452655,Africa/Bamako
Nara,Mali,Koulikoro,2453079,Africa/Bamako
Mopti,Mali,Mopti,2453348,Africa/Bamako
Markala,Mali,Segou,2453662,Africa/Bamako
Moribabougou,Mali,Koulikoro,2453681,Africa/Bamako
Moninnpébougou,Mali,Segou,2453776,Africa/Bamako
Koutiala,Mali,Sikasso,2454268,Africa/Bamako
Kouri,Mali,Sikasso,2454285,Africa/Bamako
Koulikoro,Mali,Koulikoro,2454530,Africa/Bamako
Koro,Mali,Mopti,2454674,Africa/Bamako
Kolokani,Mali,Koulikoro,2454955,Africa/Bamako
Kita,Mali,Kayes,2455216,Africa/Bamako
Kidal,Mali,Kidal,2455290,Africa/Bamako
Ké-Macina,Mali,Segou,2455465,Africa/Bamako
Kayes,Mali,Kayes,2455518,Africa/Bamako
Kati,Mali,Koulikoro,2455558,Africa/Bamako
Kangaba,Mali,Koulikoro,2455735,Africa/Bamako
Kalaban Koro,Mali,Koulikoro,2455914,Africa/Bamako
Kadiolo,Mali,Sikasso,2455974,Africa/Bamako
Kabala,Mali,Koulikoro,2456018,Africa/Bamako
Goundam,Mali,Tombouctou,2456917,Africa/Bamako
Gao,Mali,Gao,2457163,Africa/Bamako
Pèlèngana,Mali,Segou,2457410,Africa/Bamako
Fana,Mali,Koulikoro,2457763,Africa/Bamako
Douentza,Mali,Mopti,2458334,Africa/Bamako
Dougabougou,Mali,Segou,2458359,Africa/Bamako
Djenné,Mali,Mopti,2458589,Africa/Bamako
Diré,Mali,Tombouctou,2458623,Africa/Bamako
Diourou,Mali,Segou,2458634,Africa/Bamako
Dioïla,Mali,Koulikoro,2458747,Africa/Bamako
Diéma,Mali,Kayes,2458881,Africa/Bamako
Bourem,Mali,Gao,2459657,Africa/Bamako
Bougouni,Mali,Sikasso,2459775,Africa/Bamako
Bla,Mali,Segou,2460013,Africa/Bamako
Bandiagara,Mali,Mopti,2460489,Africa/Bamako
Banamba,Mali,Koulikoro,2460546,Africa/Bamako
Bamako,Mali,Bamako,2460596,Africa/Bamako
Bafoulabé,Mali,Kayes,2460755,Africa/Bamako
Dialakorodji,Mali,Koulikoro,2594078,Africa/Bamako
Massiogo,Mali,Sikasso,12718650,Africa/Bamako
Sangarébougou,Mali,Koulikoro,12718651,Africa/Bamako
Ye-u,Myanmar,Sagaing Region,1285002,Asia/Yangon
Yenangyaung,Myanmar,Magway,1285173,Asia/Yangon
Ye,Myanmar,Mon,1285606,Asia/Yangon
Yawnghwe,Myanmar,Shan State,1285693,Asia/Yangon
Nyaungdon,Myanmar,Ayeyarwady,1285871,Asia/Yangon
Yamethin,Myanmar,Mandalay Region,1285899,Asia/Yangon
Wakema,Myanmar,Ayeyarwady,1289828,Asia/Yangon
Twante,Myanmar,Yangon,1290374,Asia/Yangon
Taungoo,Myanmar,Bago Region,1290596,Asia/Yangon
Thongwa,Myanmar,Yangon,1291193,Asia/Yangon
Thayetmyo,Myanmar,Magway,1292037,Asia/Yangon
Thaton,Myanmar,Mon,1292288,Asia/Yangon
Tharyarwady,Myanmar,Bago Region,1292313,Asia/Yangon
Thanatpin,Myanmar,Bago Region,1292579,Asia/Yangon
Dawei,Myanmar,Tanintharyi Region,1293625,Asia/Yangon
Taunggyi,Myanmar,Shan State,1293960,Asia/Yangon
Taungdwingyi,Myanmar,Magway,1294041,Asia/Yangon
Tachilek,Myanmar,Shan State,1295301,Asia/Yangon
Thanlyin,Myanmar,Yangon,1295395,Asia/Yangon
Sittwe,Myanmar,Rakhine,1295765,Asia/Yangon
Shwebo,Myanmar,Sagaing Region,1296736,Asia/Yangon
Sagaing,Myanmar,Sagaing Region,1298482,Asia/Yangon
Yangon,Myanmar,Yangon,1298824,Asia/Yangon
Pyu,Myanmar,Bago Region,1298911,Asia/Yangon
Pyinmana,Myanmar,Nay Pyi Taw,1298987,Asia/Yangon
Pyay,Myanmar,Bago Region,1299154,Asia/Yangon
Pyapon,Myanmar,Ayeyarwady,1299237,Asia/Yangon
Bago,Myanmar,Bago Region,1300466,Asia/Yangon
Paungde,Myanmar,Bago Region,1300969,Asia/Yangon
Pakokku,Myanmar,Magway,1302439,Asia/Yangon
Hpa-An,Myanmar,Kayin State,1302849,Asia/Yangon
Nyaunglebin,Myanmar,Bago Region,1303406,Asia/Yangon
Myitkyina,Myanmar,Kachin State,1307741,Asia/Yangon
Myingyan,Myanmar,Mandalay Region,1307835,Asia/Yangon
Myawadi,Myanmar,Kayin State,1308052,Asia/Yangon
Myanaung,Myanmar,Ayeyarwady,1308204,Asia/Yangon
Mu-se,Myanmar,Shan State,1308318,Asia/Yangon
Mudon,Myanmar,Mon,1308415,Asia/Yangon
Mawlamyinegyunn,Myanmar,Ayeyarwady,1308464,Asia/Yangon
Mawlamyine,Myanmar,Mon,1308465,Asia/Yangon
Monywa,Myanmar,Sagaing Region,1308522,Asia/Yangon
Mogok,Myanmar,Mandalay Region,1308937,Asia/Yangon
Minbu,Myanmar,Magway,1309289,Asia/Yangon
Myeik,Myanmar,Tanintharyi Region,1309611,Asia/Yangon
Meiktila,Myanmar,Mandalay Region,1309793,Asia/Yangon
Pyin Oo Lwin,Myanmar,Mandalay Region,1309937,Asia/Yangon
Mawlaik,Myanmar,Sagaing Region,1310120,Asia/Yangon
Maubin,Myanmar,Ayeyarwady,1310362,Asia/Yangon
Martaban,Myanmar,Mon,1310460,Asia/Yangon
Mandalay,Myanmar,Mandalay Region,1311874,Asia/Yangon
Magway,Myanmar,Magway,1312609,Asia/Yangon
Loikaw,Myanmar,Kayah State,1313479,Asia/Yangon
Letpandan,Myanmar,Bago Region,1314042,Asia/Yangon
Lashio,Myanmar,Shan State,1314759,Asia/Yangon
Lakang,Myanmar,Kachin State,1315056,Asia/Yangon
Kyeintali,Myanmar,Rakhine,1316173,Asia/Yangon
Kyaukse,Myanmar,Mandalay Region,1316703,Asia/Yangon
Kyaikto,Myanmar,Mon,1317375,Asia/Yangon
Kyaiklat,Myanmar,Ayeyarwady,1317397,Asia/Yangon
Kyaikkami,Myanmar,Mon,1317402,Asia/Yangon
Kēng Tung,Myanmar,Shan State,1319364,Asia/Yangon
Kayan,Myanmar,Yangon,1319533,Asia/Yangon
Kawthoung,Myanmar,Tanintharyi Region,1319573,Asia/Yangon
Kanbe,Myanmar,Yangon,1320944,Asia/Yangon
Kalaw,Myanmar,Shan State,1321275,Asia/Yangon
Hinthada,Myanmar,Ayeyarwady,1325211,Asia/Yangon
Heho,Myanmar,Shan State,1325259,Asia/Yangon
Hakha,Myanmar,Chin State,1325443,Asia/Yangon
Gwa,Myanmar,Rakhine,1325814,Asia/Yangon
Chauk,Myanmar,Magway,1327659,Asia/Yangon
Bogale,Myanmar,Ayeyarwady,1328121,Asia/Yangon
Bhamo,Myanmar,Kachin State,1328218,Asia/Yangon
Pathein,Myanmar,Ayeyarwady,1328421,Asia/Yangon
Aungban,Myanmar,Shan State,1328865,Asia/Yangon
Ann,Myanmar,Rakhine,1328872,Asia/Yangon
Amarapura,Myanmar,Mandalay Region,1329221,Asia/Yangon
Myaydo,Myanmar,Magway,1329239,Asia/Yangon
Nay Pyi Taw,Myanmar,Nay Pyi Taw,6611854,Asia/Yangon
Tedim,Myanmar,Chin State,11072083,Asia/Yangon
Kyain Seikgyi Township,Myanmar,Kayin State,11810635,Asia/Yangon
Laukkai,Myanmar,Shan State,13494766,Asia/Yangon
Uliastay,Mongolia,Dzabkhan,1515007,Asia/Hovd
Ulaangom,Mongolia,Uvs Province,1515029,Asia/Hovd
Ölgii,Mongolia,Bayan-OElgii Province,1515436,Asia/Hovd
Khovd,Mongolia,Hovd,1516048,Asia/Hovd
Altai,Mongolia,Govi-Altai Province,1516393,Asia/Hovd
Ulan Bator,Mongolia,Ulaanbaatar,2028462,Asia/Ulaanbaatar
Tsetserleg,Mongolia,Arkhangai Province,2028606,Asia/Ulaanbaatar
Sühbaatar,Mongolia,Selenge Province,2029156,Asia/Ulaanbaatar
Undurkhaan,Mongolia,Hentiy,2029656,Asia/Ulaanbaatar
Mörön,Mongolia,Khoevsgoel Province,2029945,Asia/Ulaanbaatar
Bogd,Mongolia,OEvoerhangay,2030474,Asia/Ulaanbaatar
Erdenet,Mongolia,Orhon,2031405,Asia/Ulaanbaatar
Dzuunmod,Mongolia,Central Aimak,2031517,Asia/Ulaanbaatar
Dzüünharaa,Mongolia,Selenge Province,2031533,Asia/Ulaanbaatar
Darhan,Mongolia,Darhan Uul,2031964,Asia/Ulaanbaatar
Dalandzadgad,Mongolia,OEmnoegovi,2032007,Asia/Ulaanbaatar
Saynshand,Mongolia,East Gobi Aymag,2032081,Asia/Ulaanbaatar
Bulgan,Mongolia,Bulgan,2032201,Asia/Ulaanbaatar
Bayanhongor,Mongolia,Bayanhongor,2032533,Asia/Ulaanbaatar
Baruun-Urt,Mongolia,Suhbaatar,2032614,Asia/Ulaanbaatar
Arvayheer,Mongolia,OEvoerhangay,2032814,Asia/Ulaanbaatar
Zuunmod,Mongolia,Central Aimak,7648817,Asia/Ulaanbaatar
Taipa,Macao,Nossa Senhora do Carmo,1821263,Asia/Macau
Macau,Macao,,1821274,Asia/Macau
Lai Chi Van,Macao,Sao Francisco Xavier,1821279,Asia/Macau
Luhuan,Macao,Sao Francisco Xavier,1821292,Asia/Macau
Zhuojiacun,Macao,Nossa Senhora do Carmo,1821294,Asia/Macau
Saipan,Northern Mariana Islands,Saipan,7828758,Pacific/Saipan
Saint-Joseph,Martinique,Martinique,3569915,America/Martinique
Sainte-Marie,Martinique,Martinique,3569926,America/Martinique
Le Robert,Martinique,Martinique,3570412,America/Martinique
Le Lamentin,Martinique,Martinique,3570428,America/Martinique
Le François,Martinique,Martinique,3570429,America/Martinique
La Trinité,Martinique,Martinique,3570446,America/Martinique
Fort-de-France,Martinique,Martinique,3570675,America/Martinique
Ducos,Martinique,Martinique,3570785,America/Martinique
Zouérat,Mauritania,Tiris Zemmour,2375558,Africa/Nouakchott
Tembedgha,Mauritania,Hodh Ech Chargi,2376115,Africa/Nouakchott
Tékane,Mauritania,Trarza,2376189,Africa/Nouakchott
Sélibaby,Mauritania,Guidimaka,2376719,Africa/Nouakchott
Rosso,Mauritania,Trarza,2376898,Africa/Nouakchott
Nouakchott,Mauritania,,2377450,Africa/Nouakchott
Nouadhibou,Mauritania,Dakhlet Nouadhibou,2377457,Africa/Nouakchott
Néma,Mauritania,Hodh Ech Chargi,2377539,Africa/Nouakchott
Magṭa‘ Laḥjar,Mauritania,Brakna,2378160,Africa/Nouakchott
Kiffa,Mauritania,Assaba,2378538,Africa/Nouakchott
Kaédi,Mauritania,Gorgol,2378736,Africa/Nouakchott
Boutilimit,Mauritania,Trarza,2380670,Africa/Nouakchott
Bogué,Mauritania,Brakna,2380954,Africa/Nouakchott
Ayoun El Atrous,Mauritania,Hodh El Gharbi,2381291,Africa/Nouakchott
Atar,Mauritania,Adrar,2381334,Africa/Nouakchott
Aleg,Mauritania,Brakna,2381659,Africa/Nouakchott
Akjoujt,Mauritania,Inchiri,2381690,Africa/Nouakchott
Ṭinṭâne,Mauritania,Hodh El Gharbi,6911696,Africa/Nouakchott
Tevragh Zeina,Mauritania,Nouakchott Ouest,11009418,Africa/Nouakchott
Dar Naim,Mauritania,Nouakchott Nord,11496397,Africa/Nouakchott
Guerou,Mauritania,Assaba,12718653,Africa/Nouakchott
Mbera,Mauritania,Hodh Ech Chargi,12718654,Africa/Nouakchott
Plymouth,Montserrat,Saint Anthony,3578069,America/Montserrat
Brades,Montserrat,Saint Peter,7266440,America/Montserrat
Żabbar,Malta,Haz-Zabbar,2562266,Europe/Malta
Valletta,Malta,Valletta,2562305,Europe/Malta
Sliema,Malta,Tas-Sliema,2562501,Europe/Malta
San Pawl il-Baħar,Malta,Saint Paul's Bay,2562541,Europe/Malta
Qormi,Malta,Qormi,2562629,Europe/Malta
Mosta,Malta,Il-Mosta,2562704,Europe/Malta
Birkirkara,Malta,Birkirkara,2563191,Europe/Malta
Vacoas,Mauritius,Plaines Wilhems,933945,Indian/Mauritius
Triolet,Mauritius,Pamplemousses,933959,Indian/Mauritius
Saint Pierre,Mauritius,Moka,934032,Indian/Mauritius
Quatre Bornes,Mauritius,Plaines Wilhems,934131,Indian/Mauritius
Port Louis,Mauritius,Port Louis,934154,Indian/Mauritius
Mahébourg,Mauritius,Grand Port,934322,Indian/Mauritius
Goodlands,Mauritius,Riviere du Rempart,934488,Indian/Mauritius
Curepipe,Mauritius,Plaines Wilhems,934570,Indian/Mauritius
Centre de Flacq,Mauritius,Flacq,934631,Indian/Mauritius
Bel Air Rivière Sèche,Mauritius,Flacq,934750,Indian/Mauritius
Beau Bassin-Rose Hill,Mauritius,Plaines Wilhems,934765,Indian/Mauritius
Bambous,Mauritius,Black River,934778,Indian/Mauritius
Baie du Tombeau,Mauritius,Pamplemousses,1106616,Indian/Mauritius
Le Hochet,Mauritius,Pamplemousses,1106809,Indian/Mauritius
Male,Maldives,Kaafu Atoll,1282027,Indian/Maldives
Karonga,Malawi,Northern Region,235715,Africa/Blantyre
Chitipa,Malawi,Northern Region,235751,Africa/Blantyre
Zomba,Malawi,Southern Region,923295,Africa/Blantyre
Salima,Malawi,Central Region,924055,Africa/Blantyre
Rumphi,Malawi,Northern Region,924102,Africa/Blantyre
Ntcheu,Malawi,Central Region,924492,Africa/Blantyre
Nsanje,Malawi,Southern Region,924572,Africa/Blantyre
Nkhotakota,Malawi,Central Region,924705,Africa/Blantyre
Nkhata Bay,Malawi,Northern Region,924732,Africa/Blantyre
Mzuzu,Malawi,Northern Region,925475,Africa/Blantyre
Mzimba,Malawi,Northern Region,925498,Africa/Blantyre
Mwanza,Malawi,Southern Region,925596,Africa/Blantyre
Mulanje,Malawi,Southern Region,925789,Africa/Blantyre
Mponela,Malawi,Central Region,926087,Africa/Blantyre
Monkey Bay,Malawi,Southern Region,926308,Africa/Blantyre
Mchinji,Malawi,Central Region,926747,Africa/Blantyre
Mangochi,Malawi,Southern Region,927246,Africa/Blantyre
Liwonde,Malawi,Southern Region,927834,Africa/Blantyre
Lilongwe,Malawi,Central Region,927967,Africa/Blantyre
Kasungu,Malawi,Central Region,928534,Africa/Blantyre
Dedza,Malawi,Central Region,930025,Africa/Blantyre
Blantyre,Malawi,Southern Region,931755,Africa/Blantyre
Balaka,Malawi,Southern Region,931865,Africa/Blantyre
San Fernando,Mexico,Tamaulipas,3483197,America/Monterrey
Ciudad Valles,Mexico,San Luis Potosi,3483849,America/Mexico_City
Zumpango,Mexico,Mexico,3513966,America/Mexico_City
Zumpango del Río,Mexico,Guerrero,3513967,America/Mexico_City
Zacualtipán,Mexico,Hidalgo,3514134,America/Mexico_City
Zacatlán,Mexico,Puebla,3514148,America/Mexico_City
Zacatepec,Mexico,Morelos,3514163,America/Mexico_City
Yecapixtla,Mexico,Morelos,3514278,America/Mexico_City
Yautepec,Mexico,Morelos,3514321,America/Mexico_City
Yajalón,Mexico,Chiapas,3514349,America/Mexico_City
Xoxocotla,Mexico,Morelos,3514398,America/Mexico_City
Xonacatlán,Mexico,Mexico,3514409,America/Mexico_City
Xochitepec,Mexico,Morelos,3514437,America/Mexico_City
Xochimilco,Mexico,Mexico City,3514450,America/Mexico_City
Xicotepec de Juárez,Mexico,Puebla,3514510,America/Mexico_City
Xico,Mexico,Veracruz,3514518,America/Mexico_City
Xico,Mexico,Mexico,3514519,America/Mexico_City
Santa Ana Xalmimilulco,Mexico,Puebla,3514597,America/Mexico_City
Álvaro Obregón,Mexico,Mexico City,3514663,America/Mexico_City
Villahermosa,Mexico,Tabasco,3514670,America/Merida
Gustavo Adolfo Madero,Mexico,Mexico City,3514674,America/Mexico_City
Villaflores,Mexico,Chiapas,3514677,America/Mexico_City
Veracruz,Mexico,Veracruz,3514783,America/Mexico_City
Venustiano Carranza,Mexico,Chiapas,3514785,America/Mexico_City
Valle Hermoso,Mexico,Tamaulipas,3514868,America/Monterrey
Valladolid,Mexico,Yucatan,3514876,America/Merida
Umán,Mexico,Yucatan,3514929,America/Merida
Tuxtla,Mexico,Chiapas,3515001,America/Merida
Túxpam de Rodríguez Cano,Mexico,Veracruz,3515011,America/Mexico_City
Tulum,Mexico,Quintana Roo,3515040,America/Cancun
Tultitlán de Mariano Escobedo,Mexico,Mexico,3515042,America/Mexico_City
Tultepec,Mexico,Mexico,3515044,America/Mexico_City
Tulancingo,Mexico,Hidalgo,3515062,America/Mexico_City
Tula de Allende,Mexico,Hidalgo,3515064,America/Mexico_City
Santa Rosa Treinta,Mexico,Morelos,3515163,America/Mexico_City
San Miguel Topilejo,Mexico,Mexico City,3515259,America/Mexico_City
Toluca,Mexico,Mexico,3515302,America/Mexico_City
San Bernardino Tlaxcalancingo,Mexico,Puebla,3515358,America/Mexico_City
Tlaquiltenango,Mexico,Morelos,3515373,America/Mexico_City
Tlapa de Comonfort,Mexico,Guerrero,3515384,America/Mexico_City
Tlapacoyan,Mexico,Veracruz,3515386,America/Mexico_City
Tlalpan,Mexico,Mexico City,3515428,America/Mexico_City
Tlalnepantla,Mexico,Mexico,3515431,America/Mexico_City
Tláhuac,Mexico,Mexico City,3515463,America/Mexico_City
Tizimín,Mexico,Yucatan,3515504,America/Merida
Tizayuca,Mexico,Hidalgo,3515505,America/Mexico_City
Tixtla de Guerrero,Mexico,Guerrero,3515510,America/Mexico_City
Ticul,Mexico,Yucatan,3515665,America/Merida
Teziutlan,Mexico,Puebla,3515696,America/Mexico_City
Texcoco de Mora,Mexico,Mexico,3515715,America/Mexico_City
Tequixquiac,Mexico,Mexico,3515794,America/Mexico_City
Tequisquiapan,Mexico,Queretaro,3515796,America/Mexico_City
Cuautitlán Izcalli,Mexico,Mexico,3515807,America/Mexico_City
Tepotzotlán,Mexico,Mexico,3515827,America/Mexico_City
Tepeji del Río de Ocampo,Mexico,Hidalgo,3515887,America/Mexico_City
Tepeapulco,Mexico,Hidalgo,3515902,America/Mexico_City
Tepeaca,Mexico,Puebla,3515904,America/Mexico_City
Tepatlaxco de Hidalgo,Mexico,Puebla,3515906,America/Mexico_City
Teopisca,Mexico,Chiapas,3515938,America/Merida
Teoloyucan,Mexico,Mexico,3515942,America/Mexico_City
Tenosique,Mexico,Tabasco,3515956,America/Mexico_City
Tenango de Arista,Mexico,Mexico,3515993,America/Mexico_City
Temixco,Mexico,Morelos,3516035,America/Mexico_City
Teloloapan,Mexico,Guerrero,3516060,America/Mexico_City
Tecax,Mexico,Yucatan,3516076,America/Merida
Tehuacán,Mexico,Puebla,3516109,America/Mexico_City
Tecamachalco,Mexico,Puebla,3516188,America/Mexico_City
Teapa,Mexico,Tabasco,3516210,America/Merida
Taxco de Alarcón,Mexico,Guerrero,3516225,America/Mexico_City
Tapachula,Mexico,Chiapas,3516266,America/Merida
Tantoyuca,Mexico,Veracruz,3516271,America/Mexico_City
Tamuín,Mexico,San Luis Potosi,3516347,America/Mexico_City
Tampico,Mexico,Tamaulipas,3516355,America/Monterrey
Tamazunchale,Mexico,San Luis Potosi,3516385,America/Mexico_City
Suchiapa,Mexico,Chiapas,3516499,America/Merida
Santo Domingo Tehuantepec,Mexico,Oaxaca,3516843,America/Mexico_City
Santiago Tuxtla,Mexico,Veracruz,3516912,America/Mexico_City
Tetla,Mexico,Tlaxcala,3516919,America/Mexico_City
Pinotepa Nacional,Mexico,Oaxaca,3516926,America/Mexico_City
Santiago Tulantepec,Mexico,Hidalgo,3516982,America/Mexico_City
Moyotzingo,Mexico,Puebla,3517231,America/Mexico_City
Santa María Chimalhuacán,Mexico,Mexico,3517270,America/Mexico_City
Santa María Atzompa,Mexico,Oaxaca,3517280,America/Mexico_City
Heroica Ciudad de Tlaxiaco,Mexico,Oaxaca,3517285,America/Mexico_City
Santa Cruz Xoxocotlán,Mexico,Oaxaca,3517517,America/Mexico_City
Tecámac,Mexico,Mexico,3517524,America/Mexico_City
Santa Ana Chiautempan,Mexico,Tlaxcala,3517742,America/Mexico_City
Zinacatepec,Mexico,Puebla,3517795,America/Mexico_City
San Salvador El Seco,Mexico,Puebla,3517831,America/Mexico_City
San Salvador Atenco,Mexico,Mexico,3517832,America/Mexico_City
San Rafael,Mexico,Mexico,3517917,America/Mexico_City
San Pablo de las Salinas,Mexico,Mexico,3518135,America/Mexico_City
San Pablo Autopan,Mexico,Mexico,3518138,America/Mexico_City
Zinacantepec,Mexico,Mexico,3518221,America/Mexico_City
San Miguel Coatlinchán,Mexico,Mexico,3518277,America/Mexico_City
San Miguel Ajusco,Mexico,Mexico City,3518293,America/Mexico_City
San Mateo Atenco,Mexico,Mexico,3518387,America/Mexico_City
San Martin Texmelucan de Labastida,Mexico,Puebla,3518407,America/Mexico_City
Teolocholco,Mexico,Tlaxcala,3518475,America/Mexico_City
San Juan Zitlaltepec,Mexico,Mexico,3518593,America/Mexico_City
San Juan Ixtayopan,Mexico,Mexico City,3518650,America/Mexico_City
San Juan del Río,Mexico,Queretaro,3518692,America/Mexico_City
Tuxtepec,Mexico,Oaxaca,3518723,America/Mexico_City
San Jerónimo,Mexico,Mexico,3519076,America/Mexico_City
San Francisco Tlalcilalcalpan,Mexico,Mexico,3519249,America/Mexico_City
San Francisco Acuautla,Mexico,Mexico,3519290,America/Mexico_City
Sanctorum,Mexico,Puebla,3519531,America/Mexico_City
San Cristóbal de las Casas,Mexico,Chiapas,3519537,America/Merida
San Andrés Tuxtla,Mexico,Veracruz,3519907,America/Mexico_City
Salina Cruz,Mexico,Oaxaca,3520064,America/Mexico_City
Rioverde,Mexico,San Luis Potosi,3520235,America/Mexico_City
Ciudad Río Bravo,Mexico,Tamaulipas,3520271,America/Monterrey
Río Blanco,Mexico,Veracruz,3520274,America/Mexico_City
Reynosa,Mexico,Tamaulipas,3520339,America/Matamoros
Reforma,Mexico,Chiapas,3520407,America/Merida
Puerto Escondido,Mexico,Oaxaca,3520994,America/Mexico_City
Puente de Ixtla,Mexico,Morelos,3521051,America/Mexico_City
Puebla,Mexico,Puebla,3521081,America/Mexico_City
Progreso de Alvaro Obregon,Mexico,Hidalgo,3521103,America/Mexico_City
Progreso,Mexico,Yucatan,3521108,America/Merida
Poza Rica de Hidalgo,Mexico,Veracruz,3521168,America/Mexico_City
Polanco,Mexico,Mexico City,3521305,America/Mexico_City
Playa del Carmen,Mexico,Quintana Roo,3521342,America/Cancun
Pijijiapan,Mexico,Chiapas,3521476,America/Mexico_City
Peto,Mexico,Yucatan,3521596,America/Merida
Perote,Mexico,Veracruz,3521628,America/Mexico_City
Paraiso,Mexico,Tabasco,3521912,America/Mexico_City
Papantla de Olarte,Mexico,Veracruz,3521922,America/Mexico_City
Pánuco,Mexico,Veracruz,3521941,America/Mexico_City
Palmarito Tochapan,Mexico,Puebla,3522118,America/Mexico_City
Palenque,Mexico,Chiapas,3522164,America/Merida
Pachuca de Soto,Mexico,Hidalgo,3522210,America/Mexico_City
Ozumba de Alzate,Mexico,Mexico,3522232,America/Mexico_City
San Pablo Oztotepec,Mexico,Mexico City,3522246,America/Mexico_City
Oxkutzkab,Mexico,Yucatan,3522251,America/Merida
Orizaba,Mexico,Veracruz,3522307,America/Mexico_City
Ometepec,Mexico,Guerrero,3522343,America/Mexico_City
Ocozocoautla de Espinosa,Mexico,Chiapas,3522444,America/Merida
Ocoyoacac,Mexico,Mexico,3522445,America/Mexico_City
Ocotlán de Morelos,Mexico,Oaxaca,3522451,America/Mexico_City
Ocosingo,Mexico,Chiapas,3522484,America/Mexico_City
Oaxaca,Mexico,Oaxaca,3522507,America/Mexico_City
Nuevo Laredo,Mexico,Tamaulipas,3522551,America/Matamoros
Nogales,Mexico,Veracruz,3522696,America/Mexico_City
Nicolás Romero,Mexico,Mexico,3522732,America/Mexico_City
Naucalpan de Juárez,Mexico,Mexico,3522790,America/Mexico_City
Naranjos,Mexico,Veracruz,3522804,America/Mexico_City
Nanchital de Lázaro Cárdenas del Río,Mexico,Veracruz,3522845,America/Mexico_City
Motul,Mexico,Yucatan,3522924,America/Merida
Motozintla,Mexico,Chiapas,3522926,America/Merida
Montemorelos,Mexico,Nuevo Leon,3523011,America/Monterrey
Santiago Momoxpan,Mexico,Puebla,3523061,America/Mexico_City
